trial_uid,session_id,participant_code,trial_index,trial_type,prompt_id,prompt_typing_order,length_class,condition,duration_ms,first_key_latency_ms,event_count,insert_count,delete_count,mean_dt_ms,median_dt_ms,mean_friction,max_friction,total_time_in_error_ms,number_of_error_episodes,maximum_wrong_suffix_depth,mean_planned_geometry_burden,layout_switch_count,shift_required_count,near_key_typo_count,layout_confusion_count,shift_confusion_count,prompt_source,prompt_text,prompt_length,final_reconstructed_text,final_prefix_match_len,final_resulting_text_length,qc_prompt_available_ok,qc_event_index_ok,qc_time_monotonic_ok,qc_append_pop_ok,qc_reconstruction_ok,qc_exact_match_ok,all_core_qc_ok
20260423090458-kc7agh__2__P02,20260423090458-kc7agh,Tw,2,main,P02,2,short,familiar_polite,8822,1340,23,23,0,383.5652173913044,256.0,0.017186752858508778,0.5202372694749875,0.0,0,0,0.25814509546983044,0.0,1.0,0,0,0,prompt_table,กรุณาตอบกลับภายในวันนี้,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260423090458-kc7agh__3__P04,20260423090458-kc7agh,Tw,3,main,P04,3,short,orthographic_named_entity,14624,1174,33,31,2,443.1515151515151,344.0,0.10747988641824344,0.6035674636705526,776.0,2,1,0.3487871291965581,0.0,5.0,0,0,0,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260423090458-kc7agh__4__P03,20260423090458-kc7agh,Tw,4,main,P03,4,short,formal_register,12229,1168,30,30,0,407.6333333333333,298.0,0.03149913207248737,0.47213965121376117,0.0,0,0,0.012976111069665933,0.0,1.0,0,0,0,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260423090458-kc7agh__5__P05,20260423090458-kc7agh,Tw,5,main,P05,5,short,twisted_proverb,17100,1087,45,38,7,380.0,308.0,0.10655347569275576,1.2950392231553005,4865.0,3,5,0.2641368543293964,0.0,0.0,3,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260423090458-kc7agh__6__P09,20260423090458-kc7agh,Tw,6,main,P09,6,medium,arabic_numerals,26651,1650,56,51,5,475.9107142857143,275.0,0.0941166674974016,0.664039291572577,3185.0,2,3,0.06790016455797697,0.0,7.0,3,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260423090458-kc7agh__7__P11,20260423090458-kc7agh,Tw,7,main,P11,7,medium,rhythmic_repetition,19373,1079,46,43,3,421.1521739130435,335.5,0.048763144268510535,0.6059190247983086,1515.0,1,3,-0.029654136238617422,0.0,0.0,1,0,0,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260423090458-kc7agh__8__P10,20260423090458-kc7agh,Tw,8,main,P10,8,medium,thai_numerals,47611,1359,54,50,4,881.6851851851852,340.5,0.1680179023568023,1.3814535000167625,2104.0,4,1,0.20552713847912255,0.0,10.0,2,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260423090458-kc7agh__9__P06,20260423090458-kc7agh,Tw,9,main,P06,9,medium,mixed_symbols_identification,23037,1688,52,52,0,443.0192307692308,302.0,0.041997067036229886,0.763094383374866,0.0,0,0,0.16748171834681896,3.0,0.0,0,0,0,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260423113659-1pcez16__0__PRACTICE,20260423113659-1pcez16,march,0,practice,PRACTICE,0,practice,practice_warmup,10587,4280,41,39,2,258.219512195122,121.0,-0.23199164699451277,0.9269654222619177,876.0,1,2,0.23824599311294306,0.0,2.0,0,0,0,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260423113659-1pcez16__10__P08,20260423113659-1pcez16,march,10,main,P08,10,medium,formal_lexical_difficulty,10655,556,74,65,9,143.98648648648648,106.5,-0.3198351802855714,0.6748347484823608,2026.0,2,6,-0.2934316264196979,0.0,1.0,0,0,0,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260423113659-1pcez16__11__P07,20260423113659-1pcez16,march,11,main,P07,11,medium,formal_educational,11699,688,72,69,3,162.48611111111111,111.0,-0.31827558044796456,0.5631518909280325,1255.0,2,2,-0.12343833231567129,0.0,2.0,0,0,0,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260423113659-1pcez16__12__P12,20260423113659-1pcez16,march,12,main,P12,12,long,long_familiar_expository,22285,560,159,143,16,140.1572327044025,118.0,-0.2664655896694678,0.7823088871882363,4849.0,8,5,0.2122081307884744,0.0,11.0,3,0,1,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260423113659-1pcez16__13__P14,20260423113659-1pcez16,march,13,main,P14,13,long,long_mixed_difficulty,26485,1256,167,156,11,158.59281437125748,111.0,-0.29082659216990026,0.7026305015333685,3724.0,5,4,-0.08868007193466201,0.0,13.0,2,0,0,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260423113659-1pcez16__14__P13,20260423113659-1pcez16,march,14,main,P13,14,long,long_formal_bureaucratic,22657,820,163,153,10,139.0,122.0,-0.2908374015993261,0.7646920331466905,2708.0,5,4,0.19482251838912773,0.0,10.0,1,0,0,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260423113659-1pcez16__1__P01,20260423113659-1pcez16,march,1,main,P01,1,short,familiar_baseline,5273,2155,28,28,0,188.32142857142858,110.5,-0.3544720392263222,0.686618412150019,0.0,0,0,-0.24358572739369033,0.0,1.0,0,0,0,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260423113659-1pcez16__2__P02,20260423113659-1pcez16,march,2,main,P02,2,short,familiar_polite,2941,720,23,23,0,127.8695652173913,99.0,-0.36183205469284213,0.3028061604761303,0.0,0,0,0.25814509546983044,0.0,1.0,0,0,0,prompt_table,กรุณาตอบกลับภายในวันนี้,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260423113659-1pcez16__3__P04,20260423113659-1pcez16,march,3,main,P04,3,short,orthographic_named_entity,7373,708,39,34,5,189.05128205128204,131.0,-0.17152832087379014,0.459755320463463,1737.0,3,2,0.3059254243847183,0.0,3.0,0,0,0,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260423113659-1pcez16__4__P03,20260423113659-1pcez16,march,4,main,P03,4,short,formal_register,5744,655,38,34,4,151.1578947368421,121.0,-0.25154521759729676,0.5677444098820428,1095.0,2,3,0.2766472228339655,0.0,1.0,0,0,0,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260423113659-1pcez16__5__P05,20260423113659-1pcez16,march,5,main,P05,5,short,twisted_proverb,7394,564,43,37,6,171.95348837209303,112.0,-0.20681472566067657,0.6326041314617797,2093.0,3,4,0.28056144140131567,0.0,0.0,1,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260423113659-1pcez16__6__P09,20260423113659-1pcez16,march,6,main,P09,6,medium,arabic_numerals,6644,657,50,48,2,132.88,107.0,-0.34637457130608174,0.27076808840247757,378.0,1,2,-0.052374141445417785,0.0,3.0,0,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260423113659-1pcez16__7__P11,20260423113659-1pcez16,march,7,main,P11,7,medium,rhythmic_repetition,6214,575,42,41,1,147.95238095238096,99.5,-0.30723023286082085,0.2763169583358729,275.0,1,1,0.09326162603783597,0.0,0.0,0,0,0,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260423113659-1pcez16__8__P10,20260423113659-1pcez16,march,8,main,P10,8,medium,thai_numerals,10544,609,50,48,2,210.88,152.0,-0.2153819723844533,0.6025573935036636,529.0,1,1,0.10612808834854284,0.0,6.0,0,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
