trial_uid,session_id,participant_code,trial_index,trial_type,prompt_id,prompt_typing_order,length_class,condition,duration_ms,first_key_latency_ms,event_count,insert_count,delete_count,mean_dt_ms,median_dt_ms,mean_friction,max_friction,total_time_in_error_ms,number_of_error_episodes,maximum_wrong_suffix_depth,mean_planned_geometry_burden,layout_switch_count,shift_required_count,near_key_typo_count,layout_confusion_count,shift_confusion_count,prompt_source,prompt_text,prompt_length,final_reconstructed_text,final_prefix_match_len,final_resulting_text_length,qc_prompt_available_ok,qc_event_index_ok,qc_time_monotonic_ok,qc_append_pop_ok,qc_reconstruction_ok,qc_exact_match_ok,all_core_qc_ok
20260422124629-1ue1i6s__11__P07,20260422124629-1ue1i6s,M,11,main,P07,11,medium,formal_educational,47712,858,160,113,47,298.2,237.5,-0.011359520638617171,0.5664704318649716,18067.0,32,3,-0.40698736571316374,0.0,5.0,20,0,3,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260422124629-1ue1i6s__12__P12,20260422124629-1ue1i6s,M,12,main,P12,12,long,long_familiar_expository,42973,702,161,144,17,266.9130434782609,223.0,-0.05580095510956804,0.5287676099729702,6358.0,11,3,0.23637031309877946,0.0,15.0,3,0,2,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260422124629-1ue1i6s__13__P14,20260422124629-1ue1i6s,M,13,main,P14,13,long,long_mixed_difficulty,64869,720,243,194,49,266.95061728395063,231.0,-0.023200869228429646,0.6028991208711011,17907.0,33,3,0.08760503353856283,0.0,63.0,19,0,0,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260422124629-1ue1i6s__14__P13,20260422124629-1ue1i6s,M,14,main,P13,14,long,long_formal_bureaucratic,87456,984,317,230,87,275.8864353312303,222.0,0.029042450346651785,0.6723554761268244,34331.0,48,6,0.11352110111160793,0.0,30.0,34,0,2,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260422124629-1ue1i6s__1__P01,20260422124629-1ue1i6s,M,1,main,P01,1,short,familiar_baseline,9705,1025,40,34,6,242.625,191.5,-0.11398167739204919,0.4264198073145892,1678.0,4,3,-0.049454194799703324,0.0,1.0,3,0,0,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260422124629-1ue1i6s__2__P02,20260422124629-1ue1i6s,M,2,main,P02,2,short,familiar_polite,6858,751,31,27,4,221.2258064516129,171.0,-0.07990600372281585,0.485979021016961,1083.0,2,3,0.5816352557189038,0.0,1.0,2,0,0,prompt_table,กรุณาตอบกลับภายในวันนี้,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260422124629-1ue1i6s__3__P04,20260422124629-1ue1i6s,M,3,main,P04,3,short,orthographic_named_entity,13303,810,47,38,9,283.0425531914894,225.0,-0.05124222365054347,0.5029686593135073,2960.0,4,3,-0.0750259926745586,0.0,5.0,2,0,0,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260422124629-1ue1i6s__4__P03,20260422124629-1ue1i6s,M,4,main,P03,4,short,formal_register,17040,722,62,46,16,274.83870967741933,238.5,0.021558418881594127,0.6420715804399033,5806.0,7,5,0.04797011461094131,0.0,2.0,6,0,0,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260422124629-1ue1i6s__5__P05,20260422124629-1ue1i6s,M,5,main,P05,5,short,twisted_proverb,7932,695,33,32,1,240.36363636363637,194.0,-0.0865989026374396,0.29044091057740284,272.0,1,1,0.38715382187853137,0.0,0.0,0,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260422124629-1ue1i6s__6__P09,20260422124629-1ue1i6s,M,6,main,P09,6,medium,arabic_numerals,15658,855,54,50,4,289.962962962963,259.5,-0.028271557324687,0.45468877848404177,1078.0,2,3,0.2550130541080544,0.0,3.0,2,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260422124629-1ue1i6s__7__P11,20260422124629-1ue1i6s,M,7,main,P11,7,medium,rhythmic_repetition,12211,1171,46,43,3,265.45652173913044,262.5,-0.09940357306993634,0.4730377161717199,997.0,2,2,-0.029654136238617405,0.0,0.0,0,0,0,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260422124629-1ue1i6s__8__P10,20260422124629-1ue1i6s,M,8,main,P10,8,medium,thai_numerals,38941,848,122,84,38,319.1885245901639,268.0,0.07657697572326894,0.6855167132673231,15455.0,27,2,0.39819867505132317,0.0,72.0,4,0,1,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260422124629-1ue1i6s__9__P06,20260422124629-1ue1i6s,M,9,main,P06,9,medium,mixed_symbols_identification,21971,948,74,63,11,296.9054054054054,219.5,-0.0072180477316704334,0.8356434912533175,6223.0,7,3,0.17190912243436018,7.0,0.0,6,0,0,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260422125452-imwczl__0__PRACTICE,20260422125452-imwczl,Ja,0,practice,PRACTICE,0,practice,practice_warmup,28492,2648,43,40,3,662.6046511627907,282.0,0.1350186783716408,1.0174748264038844,1791.0,3,1,0.1813497935291036,0.0,2.0,0,1,0,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260422125452-imwczl__10__P08,20260422125452-imwczl,Ja,10,main,P08,10,medium,formal_lexical_difficulty,36076,1492,64,60,4,563.6875,360.5,0.10946437042964652,0.8408338814286545,2100.0,3,1,-0.2357149933223595,0.0,1.0,2,0,0,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260422125452-imwczl__11__P07,20260422125452-imwczl,Ja,11,main,P07,11,medium,formal_educational,33772,1475,72,69,3,469.05555555555554,296.5,0.06012846464376034,0.6305720197023584,1158.0,3,1,-0.16695292161084574,0.0,2.0,2,0,0,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260422125452-imwczl__12__P12,20260422125452-imwczl,Ja,12,main,P12,12,long,long_familiar_expository,68625,1274,129,128,1,531.9767441860465,377.0,0.13031477566368735,0.8257206420087673,447.0,1,1,0.28942602570985715,0.0,7.0,1,0,0,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260422125452-imwczl__13__P14,20260422125452-imwczl,Ja,13,main,P14,13,long,long_mixed_difficulty,98263,2798,147,146,1,668.4557823129252,420.0,0.15823954316740807,1.1695683643817454,895.0,1,1,-0.004673486601260458,0.0,15.0,0,0,0,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260422125452-imwczl__14__P13,20260422125452-imwczl,Ja,14,main,P13,14,long,long_formal_bureaucratic,96524,4954,167,155,12,577.9880239520958,423.0,0.16684477522149782,1.0031160622019308,4918.0,6,3,0.2470079425506372,0.0,10.0,4,0,1,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260422125452-imwczl__1__P01,20260422125452-imwczl,Ja,1,main,P01,1,short,familiar_baseline,15490,2039,30,29,1,516.3333333333334,404.0,0.0631884824142886,0.6672398809138891,547.0,1,1,-0.29894761661120944,0.0,1.0,0,0,0,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260422125452-imwczl__2__P02,20260422125452-imwczl,Ja,2,main,P02,2,short,familiar_polite,13655,1963,23,23,0,593.695652173913,349.0,0.12374849180953089,0.7772545823714607,0.0,0,0,0.25814509546983044,0.0,1.0,0,0,0,prompt_table,กรุณาตอบกลับภายในวันนี้,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260422125452-imwczl__3__P04,20260422125452-imwczl,Ja,3,main,P04,3,short,orthographic_named_entity,33494,1537,29,29,0,1154.9655172413793,482.0,0.22806090997331463,1.471585531871225,0.0,0,0,0.2722723358094719,0.0,3.0,0,0,0,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260422125452-imwczl__4__P03,20260422125452-imwczl,Ja,4,main,P03,4,short,formal_register,18900,2395,34,32,2,555.8823529411765,392.5,0.12378245094517736,0.7236011932792275,970.0,2,1,-0.027991354021091437,0.0,1.0,1,0,0,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260422125452-imwczl__5__P05,20260422125452-imwczl,Ja,5,main,P05,5,short,twisted_proverb,17981,1935,31,31,0,580.0322580645161,356.0,0.14031665106553992,0.8042518718764456,0.0,0,0,0.417872892175009,0.0,0.0,0,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260422125452-imwczl__6__P09,20260422125452-imwczl,Ja,6,main,P09,6,medium,arabic_numerals,34250,1447,52,49,3,658.6538461538462,445.5,0.1754347181765096,0.775866117536864,1912.0,2,2,0.009891218403493659,0.0,3.0,1,1,0,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260422125452-imwczl__7__P11,20260422125452-imwczl,Ja,7,main,P11,7,medium,rhythmic_repetition,29886,2538,44,42,2,679.2272727272727,302.5,0.16535208582256328,0.8550508714434786,792.0,2,1,0.22334368366424429,0.0,0.0,1,0,0,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260422125452-imwczl__8__P10,20260422125452-imwczl,Ja,8,main,P10,8,medium,thai_numerals,55680,1685,48,47,1,1160.0,487.5,0.20485510718757505,1.445110835357797,691.0,1,1,0.012275663901742465,0.0,8.0,0,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260422125452-imwczl__9__P06,20260422125452-imwczl,Ja,9,main,P06,9,medium,mixed_symbols_identification,37792,1272,60,56,4,629.8666666666667,461.5,0.2108137546766839,0.9502590946272607,2758.0,4,1,0.23278599680298065,7.0,0.0,0,3,0,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260422131421-bqkmv2__0__PRACTICE,20260422131421-bqkmv2,Kurosagi Ichigo,0,practice,PRACTICE,0,practice,practice_warmup,13007,2135,39,38,1,333.5128205128205,160.0,-0.0580978931696146,0.6833528263580382,294.0,1,1,0.22977043474678974,0.0,2.0,0,0,0,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260422131421-bqkmv2__10__P08,20260422131421-bqkmv2,Kurosagi Ichigo,10,main,P08,10,medium,formal_lexical_difficulty,18418,791,78,67,11,236.12820512820514,176.0,-0.08013283058884636,0.6009845503517949,4226.0,2,5,-0.2725225103892978,0.0,1.0,1,0,0,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260422131421-bqkmv2__11__P07,20260422131421-bqkmv2,Kurosagi Ichigo,11,main,P07,11,medium,formal_educational,27130,1146,94,80,14,288.6170212765957,201.0,-0.06230225967814384,0.5635116313302466,4723.0,8,3,-0.20110149718563905,0.0,2.0,5,0,0,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260422131421-bqkmv2__12__P12,20260422131421-bqkmv2,Kurosagi Ichigo,12,main,P12,12,long,long_familiar_expository,38018,1033,141,134,7,269.63120567375887,181.0,-0.0901140892552482,0.5874154640586414,3255.0,4,3,0.25700780638190307,0.0,5.0,3,0,0,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260422131421-bqkmv2__13__P14,20260422131421-bqkmv2,Kurosagi Ichigo,13,main,P14,13,long,long_mixed_difficulty,48645,1010,153,149,4,317.94117647058823,196.0,-0.0734445767140142,0.6091281196686553,1469.0,3,2,-0.040366143990230884,0.0,13.0,3,0,0,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260422131421-bqkmv2__14__P13,20260422131421-bqkmv2,Kurosagi Ichigo,14,main,P13,14,long,long_formal_bureaucratic,49873,898,175,159,16,284.98857142857145,208.0,-0.06553790447632782,0.6846570493636736,6790.0,9,2,0.03881724187988767,0.0,14.0,3,0,0,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260422131421-bqkmv2__1__P01,20260422131421-bqkmv2,Kurosagi Ichigo,1,main,P01,1,short,familiar_baseline,6863,1307,30,29,1,228.76666666666668,151.5,-0.17895480391675725,0.5115067090764205,381.0,1,1,-0.2661135400132225,0.0,1.0,0,0,0,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260422131421-bqkmv2__2__P02,20260422131421-bqkmv2,Kurosagi Ichigo,2,main,P02,2,short,familiar_polite,9256,1124,31,27,4,298.5806451612903,170.0,-0.0403850027630583,0.5338676066390122,1442.0,2,3,0.10597786652621652,0.0,3.0,1,0,0,prompt_table,กรุณาตอบกลับภายในวันนี้,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260422131421-bqkmv2__3__P04,20260422131421-bqkmv2,Kurosagi Ichigo,3,main,P04,3,short,orthographic_named_entity,8301,937,31,30,1,267.7741935483871,216.0,-0.06370801003544438,0.3949988258010208,314.0,1,1,0.31251479996516635,0.0,3.0,1,0,0,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260422131421-bqkmv2__4__P03,20260422131421-bqkmv2,Kurosagi Ichigo,4,main,P03,4,short,formal_register,8680,798,32,31,1,271.25,213.5,-0.08496087467979409,0.39306761801436635,414.0,1,1,0.03738506545612014,0.0,1.0,1,0,0,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260422131421-bqkmv2__5__P05,20260422131421-bqkmv2,Kurosagi Ichigo,5,main,P05,5,short,twisted_proverb,21434,680,63,47,16,340.22222222222223,223.0,0.14503930958582717,1.186320405549333,8581.0,5,5,0.7076524367995499,0.0,0.0,4,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260422131421-bqkmv2__6__P09,20260422131421-bqkmv2,Kurosagi Ichigo,6,main,P09,6,medium,arabic_numerals,14920,978,48,47,1,310.8333333333333,206.0,-0.09097855846029762,0.6695237344203225,685.0,1,1,-0.030327109143698808,0.0,3.0,0,0,1,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260422131421-bqkmv2__7__P11,20260422131421-bqkmv2,Kurosagi Ichigo,7,main,P11,7,medium,rhythmic_repetition,15570,787,52,46,6,299.4230769230769,216.0,-0.06998639981593734,0.42822346898642505,1853.0,4,2,-0.07438625902224681,0.0,0.0,3,0,0,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260422131421-bqkmv2__8__P10,20260422131421-bqkmv2,Kurosagi Ichigo,8,main,P10,8,medium,thai_numerals,23952,1050,48,47,1,499.0,233.5,-0.0018583186442731002,1.0840368174470405,505.0,1,1,-0.049912300638666,0.0,6.0,0,0,1,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260422131421-bqkmv2__9__P06,20260422131421-bqkmv2,Kurosagi Ichigo,9,main,P06,9,medium,mixed_symbols_identification,18304,1107,62,57,5,295.2258064516129,183.5,-0.06429833719934558,0.5644909852679988,1484.0,2,2,0.11817129883703355,3.0,0.0,1,0,0,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260422132335-1ewston__0__PRACTICE,20260422132335-1ewston,Shimmy,0,practice,PRACTICE,0,practice,practice_warmup,47051,2571,71,54,17,662.6901408450705,280.0,0.13640214360203887,1.562826426515833,7655.0,12,4,0.41949015412473656,0.0,4.0,4,0,2,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260422132335-1ewston__10__P08,20260422132335-1ewston,Shimmy,10,main,P08,10,medium,formal_lexical_difficulty,32856,1086,100,78,22,328.56,215.5,0.023787151571319953,0.9807325866351579,7258.0,10,4,-0.09916773677951679,0.0,1.0,8,0,0,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260422132335-1ewston__11__P07,20260422132335-1ewston,Shimmy,11,main,P07,11,medium,formal_educational,468445,1375,322,194,128,1454.7981366459628,273.5,0.5265573894116083,5.435003146063868,344065.0,40,34,-0.8069523556315785,0.0,2.0,42,0,0,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260422132335-1ewston__12__P12,20260422132335-1ewston,Shimmy,12,main,P12,12,long,long_familiar_expository,73242,1422,205,166,39,357.2780487804878,211.0,0.0416375388730958,1.1276936398449626,12459.0,21,4,0.38631532995120793,0.0,7.0,10,0,0,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260422132335-1ewston__13__P14,20260422132335-1ewston,Shimmy,13,main,P14,13,long,long_mixed_difficulty,86106,813,271,208,63,317.7343173431734,211.0,0.026698934625933955,0.7412542151039483,22162.0,36,5,0.08720380931574578,0.0,17.0,17,0,1,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260422132335-1ewston__14__P13,20260422132335-1ewston,Shimmy,14,main,P13,14,long,long_formal_bureaucratic,91231,2241,245,194,51,372.37142857142857,227.0,0.029608210274578158,1.3752043992786465,16505.0,29,4,0.18401044176969733,0.0,15.0,8,0,0,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260422132335-1ewston__1__P01,20260422132335-1ewston,Shimmy,1,main,P01,1,short,familiar_baseline,127950,1159,100,64,36,1279.5,331.0,0.18861990656322206,1.8720739950777125,17715.0,15,2,-0.2142251363969089,0.0,1.0,2,0,3,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
