window_id,trial_uid,participant_code,prompt_id,error_episode_id,window_start_event_index,window_end_event_index,window_length,episode_duration_ms,episode_delete_count,episode_recovery_step_count,max_error_suffix_depth,mean_friction,pause_before_first_delete_ms,heuristic_recovery_style,prompt_family
20260423022204-r0lr3h__13__P14__E011,20260423022204-r0lr3h__13__P14,name,P14,11,67,75,9,557,1,1,2,0.1745596242979801,377.0,other_or_shallow_episode,long_mixed_difficulty
20260423022204-r0lr3h__13__P14__E012,20260423022204-r0lr3h__13__P14,name,P14,12,83,93,11,752,2,2,3,-0.2010110008050068,325.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260423022204-r0lr3h__13__P14__E013,20260423022204-r0lr3h__13__P14,name,P14,13,89,95,7,0,0,0,1,0.5255363341531936,,other_or_shallow_episode,long_mixed_difficulty
20260423022204-r0lr3h__13__P14__E014,20260423022204-r0lr3h__13__P14,name,P14,14,94,102,9,570,1,1,2,-0.1283051301560007,556.0,pause_then_delete,long_mixed_difficulty
20260423022204-r0lr3h__13__P14__E015,20260423022204-r0lr3h__13__P14,name,P14,15,98,106,9,521,1,1,2,0.1961672013187051,415.0,other_or_shallow_episode,long_mixed_difficulty
20260423022204-r0lr3h__13__P14__E016,20260423022204-r0lr3h__13__P14,name,P14,16,107,115,9,551,1,1,2,-0.2206891145279331,306.0,other_or_shallow_episode,long_mixed_difficulty
20260423022204-r0lr3h__13__P14__E017,20260423022204-r0lr3h__13__P14,name,P14,17,133,145,13,826,3,3,4,-0.2010962323876507,253.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260423022204-r0lr3h__13__P14__E018,20260423022204-r0lr3h__13__P14,name,P14,18,141,151,11,792,2,2,3,0.0931234053177677,323.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260423022204-r0lr3h__13__P14__E019,20260423022204-r0lr3h__13__P14,name,P14,19,181,189,9,559,1,1,2,0.0821567368238088,328.0,other_or_shallow_episode,long_mixed_difficulty
20260423022204-r0lr3h__13__P14__E020,20260423022204-r0lr3h__13__P14,name,P14,20,189,195,7,0,0,0,1,-0.1225005432211224,,other_or_shallow_episode,long_mixed_difficulty
20260423022204-r0lr3h__13__P14__E021,20260423022204-r0lr3h__13__P14,name,P14,21,195,205,11,730,2,2,3,0.2396622028277645,235.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260423022204-r0lr3h__13__P14__E022,20260423022204-r0lr3h__13__P14,name,P14,22,212,220,9,582,1,1,2,0.1643370010116724,413.0,other_or_shallow_episode,long_mixed_difficulty
20260423022204-r0lr3h__13__P14__E023,20260423022204-r0lr3h__13__P14,name,P14,23,217,227,11,1855,2,2,3,0.1578483602349845,1330.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260423022204-r0lr3h__13__P14__E024,20260423022204-r0lr3h__13__P14,name,P14,24,226,232,7,0,0,0,1,-0.0521772500151861,,other_or_shallow_episode,long_mixed_difficulty
20260423022204-r0lr3h__14__P13__E001,20260423022204-r0lr3h__14__P13,name,P13,1,1,6,6,0,0,0,1,-0.8566535502584872,,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E002,20260423022204-r0lr3h__14__P13,name,P13,2,6,12,7,0,0,0,1,0.1057258856709118,,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E003,20260423022204-r0lr3h__14__P13,name,P13,3,13,21,9,740,1,1,2,0.0826186800233139,595.0,pause_then_delete,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E004,20260423022204-r0lr3h__14__P13,name,P13,4,17,27,11,829,2,2,3,0.0313010191299049,291.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E005,20260423022204-r0lr3h__14__P13,name,P13,5,30,36,7,0,0,0,1,-0.051689204395063,,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E006,20260423022204-r0lr3h__14__P13,name,P13,6,40,46,7,0,0,0,1,-0.7656501845078447,,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E007,20260423022204-r0lr3h__14__P13,name,P13,7,52,60,9,486,1,1,2,0.0535754106753498,337.0,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E008,20260423022204-r0lr3h__14__P13,name,P13,8,58,66,9,535,1,1,2,0.0638433629408055,268.0,immediate_repair,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E009,20260423022204-r0lr3h__14__P13,name,P13,9,69,75,7,0,0,0,1,-0.9106671498591516,,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E010,20260423022204-r0lr3h__14__P13,name,P13,10,78,84,7,0,0,0,1,0.0611917151271702,,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E011,20260423022204-r0lr3h__14__P13,name,P13,11,88,96,9,559,1,1,2,0.3522825780934481,381.0,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E012,20260423022204-r0lr3h__14__P13,name,P13,12,93,101,9,478,1,1,2,0.3642718589848015,266.0,immediate_repair,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E013,20260423022204-r0lr3h__14__P13,name,P13,13,100,106,7,0,0,0,1,-1.159079115890474,,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E014,20260423022204-r0lr3h__14__P13,name,P13,14,102,110,9,558,1,1,2,0.2903691780668769,436.0,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E015,20260423022204-r0lr3h__14__P13,name,P13,15,109,119,11,798,2,2,3,0.1522963295420568,265.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E016,20260423022204-r0lr3h__14__P13,name,P13,16,148,154,7,0,0,0,1,-0.0877796042963531,,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E017,20260423022204-r0lr3h__14__P13,name,P13,17,152,158,7,0,0,0,1,-0.1208727673887522,,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E018,20260423022204-r0lr3h__14__P13,name,P13,18,154,162,9,563,1,1,2,0.078851231173923,293.0,immediate_repair,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E019,20260423022204-r0lr3h__14__P13,name,P13,19,167,175,9,469,1,1,2,-0.1792005459910258,463.0,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E020,20260423022204-r0lr3h__14__P13,name,P13,20,171,179,9,349,1,1,2,-0.2490573908230919,343.0,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E021,20260423022204-r0lr3h__14__P13,name,P13,21,175,183,9,445,1,1,2,-0.1159109585658332,429.0,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E022,20260423022204-r0lr3h__14__P13,name,P13,22,189,199,11,691,2,2,3,-0.1456964342167435,213.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E023,20260423022204-r0lr3h__14__P13,name,P13,23,195,205,11,756,2,2,3,0.1472172474813834,265.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E024,20260423022204-r0lr3h__14__P13,name,P13,24,201,209,9,503,1,1,2,0.2170529269503933,168.0,immediate_repair,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E025,20260423022204-r0lr3h__14__P13,name,P13,25,218,234,17,2337,5,5,5,0.1868762995219861,550.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260423022204-r0lr3h__14__P13__E026,20260423022204-r0lr3h__14__P13,name,P13,26,236,242,7,0,0,0,1,0.2713616117805347,,other_or_shallow_episode,long_formal_bureaucratic
20260423022204-r0lr3h__1__P01__E001,20260423022204-r0lr3h__1__P01,name,P01,1,7,13,7,0,0,0,1,0.0619226955437089,,other_or_shallow_episode,familiar_baseline
20260423022204-r0lr3h__1__P01__E002,20260423022204-r0lr3h__1__P01,name,P01,2,10,18,9,591,1,1,2,0.2071621922280995,267.0,immediate_repair,familiar_baseline
20260423022204-r0lr3h__1__P01__E003,20260423022204-r0lr3h__1__P01,name,P01,3,14,20,7,0,0,0,1,-0.0539491755598421,,other_or_shallow_episode,familiar_baseline
20260423022204-r0lr3h__1__P01__E004,20260423022204-r0lr3h__1__P01,name,P01,4,22,28,7,0,0,0,1,0.1380472454747867,,other_or_shallow_episode,familiar_baseline
20260423022204-r0lr3h__1__P01__E005,20260423022204-r0lr3h__1__P01,name,P01,5,24,34,11,1044,2,2,3,0.1652311049717592,289.0,deep_overshoot_then_recovery,familiar_baseline
20260423022204-r0lr3h__1__P01__E006,20260423022204-r0lr3h__1__P01,name,P01,6,31,39,9,486,1,1,2,0.1356676313520128,319.0,other_or_shallow_episode,familiar_baseline
20260423022204-r0lr3h__1__P01__E007,20260423022204-r0lr3h__1__P01,name,P01,7,35,41,7,0,0,0,1,0.6554643223704657,,other_or_shallow_episode,familiar_baseline
20260423022204-r0lr3h__1__P01__E008,20260423022204-r0lr3h__1__P01,name,P01,8,39,45,7,0,0,0,1,-0.2670058809947758,,other_or_shallow_episode,familiar_baseline
20260423022204-r0lr3h__3__P04__E001,20260423022204-r0lr3h__3__P04,name,P04,1,15,21,7,0,0,0,1,-0.0498478427727804,,other_or_shallow_episode,orthographic_named_entity
20260423022204-r0lr3h__3__P04__E002,20260423022204-r0lr3h__3__P04,name,P04,2,22,30,9,504,1,1,2,0.1603058569618219,323.0,other_or_shallow_episode,orthographic_named_entity
20260423022204-r0lr3h__3__P04__E003,20260423022204-r0lr3h__3__P04,name,P04,3,31,37,7,0,0,0,1,-0.8281539822732463,,other_or_shallow_episode,orthographic_named_entity
20260423022204-r0lr3h__3__P04__E004,20260423022204-r0lr3h__3__P04,name,P04,4,33,43,11,933,2,2,3,0.2878393441477437,435.0,deep_overshoot_then_recovery,orthographic_named_entity
20260423022204-r0lr3h__4__P03__E001,20260423022204-r0lr3h__4__P03,name,P03,1,11,19,9,427,1,1,2,-0.4248233626540741,426.0,other_or_shallow_episode,formal_register
20260423022204-r0lr3h__4__P03__E002,20260423022204-r0lr3h__4__P03,name,P03,2,15,21,7,0,0,0,1,-0.1777329086393531,,other_or_shallow_episode,formal_register
20260423022204-r0lr3h__4__P03__E003,20260423022204-r0lr3h__4__P03,name,P03,3,27,35,9,538,1,1,2,-0.3834446495369922,247.0,immediate_repair,formal_register
20260423022204-r0lr3h__4__P03__E004,20260423022204-r0lr3h__4__P03,name,P03,4,31,47,17,2212,5,5,6,0.253911825420182,391.0,deep_overshoot_then_recovery,formal_register
20260423022204-r0lr3h__4__P03__E005,20260423022204-r0lr3h__4__P03,name,P03,5,51,57,7,0,0,0,1,-0.1170679565816987,,other_or_shallow_episode,formal_register
20260423022204-r0lr3h__4__P03__E006,20260423022204-r0lr3h__4__P03,name,P03,6,53,58,6,0,0,0,1,-0.0995445643020952,,other_or_shallow_episode,formal_register
20260423022204-r0lr3h__5__P05__E001,20260423022204-r0lr3h__5__P05,name,P05,1,9,19,11,1202,2,2,3,0.3141795728107482,268.0,deep_overshoot_then_recovery,twisted_proverb
20260423022204-r0lr3h__5__P05__E002,20260423022204-r0lr3h__5__P05,name,P05,2,16,22,7,0,0,0,1,0.1523570462393426,,other_or_shallow_episode,twisted_proverb
20260423022204-r0lr3h__5__P05__E003,20260423022204-r0lr3h__5__P05,name,P05,3,19,27,9,575,1,1,2,0.3800182482535933,430.0,other_or_shallow_episode,twisted_proverb
20260423022204-r0lr3h__5__P05__E004,20260423022204-r0lr3h__5__P05,name,P05,4,32,38,7,0,0,0,1,-0.6753082003476358,,other_or_shallow_episode,twisted_proverb
20260423022204-r0lr3h__5__P05__E005,20260423022204-r0lr3h__5__P05,name,P05,5,39,45,7,0,0,0,1,-0.8403531777869837,,other_or_shallow_episode,twisted_proverb
20260423022204-r0lr3h__5__P05__E006,20260423022204-r0lr3h__5__P05,name,P05,6,42,50,9,631,1,1,2,0.2233820887510395,447.0,other_or_shallow_episode,twisted_proverb
20260423022204-r0lr3h__6__P09__E001,20260423022204-r0lr3h__6__P09,name,P09,1,23,29,7,0,0,0,1,-0.2785352164275032,,other_or_shallow_episode,arabic_numerals
20260423022204-r0lr3h__6__P09__E002,20260423022204-r0lr3h__6__P09,name,P09,2,28,34,7,0,0,0,1,-1.6393020142026369,,other_or_shallow_episode,arabic_numerals
20260423022204-r0lr3h__6__P09__E003,20260423022204-r0lr3h__6__P09,name,P09,3,34,40,7,0,0,0,1,0.4904193449311178,,other_or_shallow_episode,arabic_numerals
20260423022204-r0lr3h__6__P09__E004,20260423022204-r0lr3h__6__P09,name,P09,4,40,46,7,0,0,0,1,0.2682289173428937,,other_or_shallow_episode,arabic_numerals
20260423022204-r0lr3h__6__P09__E005,20260423022204-r0lr3h__6__P09,name,P09,5,48,54,7,0,0,0,1,0.4770198414468979,,other_or_shallow_episode,arabic_numerals
20260423022204-r0lr3h__7__P11__E001,20260423022204-r0lr3h__7__P11,name,P11,1,1,8,8,755,2,2,3,0.3286971383557832,297.0,deep_overshoot_then_recovery,rhythmic_repetition
20260423022204-r0lr3h__7__P11__E002,20260423022204-r0lr3h__7__P11,name,P11,2,5,11,7,0,0,0,1,0.1444451842633828,,other_or_shallow_episode,rhythmic_repetition
20260423022204-r0lr3h__7__P11__E003,20260423022204-r0lr3h__7__P11,name,P11,3,15,23,9,446,1,1,2,0.0337911279652914,234.0,immediate_repair,rhythmic_repetition
20260423022204-r0lr3h__7__P11__E004,20260423022204-r0lr3h__7__P11,name,P11,4,22,28,7,0,0,0,1,-0.8247775104740963,,other_or_shallow_episode,rhythmic_repetition
20260423022204-r0lr3h__7__P11__E005,20260423022204-r0lr3h__7__P11,name,P11,5,24,34,11,562,2,2,3,-0.1930683379133279,248.0,deep_overshoot_then_recovery,rhythmic_repetition
20260423022204-r0lr3h__7__P11__E006,20260423022204-r0lr3h__7__P11,name,P11,6,34,40,7,0,0,0,1,0.1320405876895039,,other_or_shallow_episode,rhythmic_repetition
20260423022204-r0lr3h__7__P11__E007,20260423022204-r0lr3h__7__P11,name,P11,7,56,64,9,538,1,1,2,0.1341170629670275,281.0,immediate_repair,rhythmic_repetition
20260423022204-r0lr3h__7__P11__E008,20260423022204-r0lr3h__7__P11,name,P11,8,62,70,9,570,1,1,2,0.2776989160205891,357.0,other_or_shallow_episode,rhythmic_repetition
20260423022204-r0lr3h__7__P11__E009,20260423022204-r0lr3h__7__P11,name,P11,9,71,76,6,0,0,0,1,-1.4972291409208809,,other_or_shallow_episode,rhythmic_repetition
20260423022204-r0lr3h__8__P10__E001,20260423022204-r0lr3h__8__P10,name,P10,1,1,4,4,0,0,0,1,0.481283667091414,,other_or_shallow_episode,thai_numerals
20260423022204-r0lr3h__8__P10__E002,20260423022204-r0lr3h__8__P10,name,P10,2,40,46,7,0,0,0,1,0.3151553890383494,,other_or_shallow_episode,thai_numerals
20260423022204-r0lr3h__9__P06__E001,20260423022204-r0lr3h__9__P06,name,P06,1,1,9,9,559,1,1,2,0.1823481510082454,381.0,other_or_shallow_episode,mixed_symbols_identification
20260423022204-r0lr3h__9__P06__E002,20260423022204-r0lr3h__9__P06,name,P06,2,13,19,7,0,0,0,1,0.3557522296278358,,other_or_shallow_episode,mixed_symbols_identification
20260423022204-r0lr3h__9__P06__E003,20260423022204-r0lr3h__9__P06,name,P06,3,30,36,7,0,0,0,1,-0.0719635737114487,,other_or_shallow_episode,mixed_symbols_identification
20260423022204-r0lr3h__9__P06__E004,20260423022204-r0lr3h__9__P06,name,P06,4,37,43,7,0,0,0,1,0.8049090001469792,,other_or_shallow_episode,mixed_symbols_identification
20260423060813-rjwkd0__10__P08__E001,20260423060813-rjwkd0__10__P08,Tack,P08,1,31,39,9,455,1,1,2,-0.333371311009981,449.0,other_or_shallow_episode,formal_lexical_difficulty
20260423060813-rjwkd0__10__P08__E002,20260423060813-rjwkd0__10__P08,Tack,P08,2,45,53,9,529,1,1,2,0.0375674059127054,339.0,other_or_shallow_episode,formal_lexical_difficulty
20260423060813-rjwkd0__11__P07__E001,20260423060813-rjwkd0__11__P07,Tack,P07,1,30,36,7,0,0,0,1,-0.2064037631198923,,other_or_shallow_episode,formal_educational
20260423060813-rjwkd0__11__P07__E002,20260423060813-rjwkd0__11__P07,Tack,P07,2,65,71,7,0,0,0,1,-0.3923331532581045,,other_or_shallow_episode,formal_educational
20260423060813-rjwkd0__12__P12__E001,20260423060813-rjwkd0__12__P12,Tack,P12,1,16,24,9,315,1,1,2,-0.0753086905723693,195.0,immediate_repair,long_familiar_expository
20260423060813-rjwkd0__12__P12__E002,20260423060813-rjwkd0__12__P12,Tack,P12,2,40,46,7,0,0,0,1,-0.7435554258066105,,other_or_shallow_episode,long_familiar_expository
20260423060813-rjwkd0__12__P12__E003,20260423060813-rjwkd0__12__P12,Tack,P12,3,46,56,11,690,2,2,3,0.1162003843377134,194.0,deep_overshoot_then_recovery,long_familiar_expository
20260423060813-rjwkd0__12__P12__E004,20260423060813-rjwkd0__12__P12,Tack,P12,4,53,63,11,1034,2,2,3,0.059816167058948,158.0,deep_overshoot_then_recovery,long_familiar_expository
20260423060813-rjwkd0__12__P12__E005,20260423060813-rjwkd0__12__P12,Tack,P12,5,59,67,9,530,1,1,2,0.1669886967295254,290.0,immediate_repair,long_familiar_expository
20260423060813-rjwkd0__12__P12__E006,20260423060813-rjwkd0__12__P12,Tack,P12,6,100,106,7,0,0,0,1,0.1697046390968861,,other_or_shallow_episode,long_familiar_expository
20260423060813-rjwkd0__12__P12__E007,20260423060813-rjwkd0__12__P12,Tack,P12,7,110,122,13,1009,3,3,4,0.3159228155435832,330.0,deep_overshoot_then_recovery,long_familiar_expository
20260423060813-rjwkd0__12__P12__E008,20260423060813-rjwkd0__12__P12,Tack,P12,8,148,158,11,809,2,2,3,-0.0030591062720036,286.0,deep_overshoot_then_recovery,long_familiar_expository
20260423060813-rjwkd0__13__P14__E001,20260423060813-rjwkd0__13__P14,Tack,P14,1,1,12,12,958,3,3,4,0.0581432602488394,208.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260423060813-rjwkd0__13__P14__E002,20260423060813-rjwkd0__13__P14,Tack,P14,2,8,22,15,1198,4,4,5,0.1281366791265638,245.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260423060813-rjwkd0__13__P14__E003,20260423060813-rjwkd0__13__P14,Tack,P14,3,18,26,9,639,1,1,2,0.1255957654456383,178.0,immediate_repair,long_mixed_difficulty
20260423060813-rjwkd0__13__P14__E004,20260423060813-rjwkd0__13__P14,Tack,P14,4,22,28,7,0,0,0,1,0.4332319896603502,,other_or_shallow_episode,long_mixed_difficulty
20260423060813-rjwkd0__13__P14__E005,20260423060813-rjwkd0__13__P14,Tack,P14,5,88,98,11,657,2,2,3,-0.0176169298058883,260.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260423060813-rjwkd0__13__P14__E006,20260423060813-rjwkd0__13__P14,Tack,P14,6,102,110,9,589,1,1,2,0.0186555684905053,179.0,immediate_repair,long_mixed_difficulty
20260423060813-rjwkd0__13__P14__E007,20260423060813-rjwkd0__13__P14,Tack,P14,7,109,119,11,626,2,2,3,-0.1359768889420031,321.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260423060813-rjwkd0__13__P14__E008,20260423060813-rjwkd0__13__P14,Tack,P14,8,129,139,11,733,2,2,3,0.1617896003075987,195.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260423060813-rjwkd0__13__P14__E009,20260423060813-rjwkd0__13__P14,Tack,P14,9,140,146,7,0,0,0,1,0.3092291751878286,,other_or_shallow_episode,long_mixed_difficulty
20260423060813-rjwkd0__13__P14__E010,20260423060813-rjwkd0__13__P14,Tack,P14,10,166,172,7,0,0,0,1,0.1799157012770959,,other_or_shallow_episode,long_mixed_difficulty
20260423060813-rjwkd0__13__P14__E011,20260423060813-rjwkd0__13__P14,Tack,P14,11,169,179,11,408,2,2,3,0.0371957547745088,112.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260423060813-rjwkd0__13__P14__E012,20260423060813-rjwkd0__13__P14,Tack,P14,12,177,185,9,585,1,1,2,0.0668998897876433,240.0,immediate_repair,long_mixed_difficulty
20260423060813-rjwkd0__13__P14__E013,20260423060813-rjwkd0__13__P14,Tack,P14,13,198,206,9,700,1,1,2,0.0718075876169588,600.0,pause_then_delete,long_mixed_difficulty
20260423060813-rjwkd0__14__P13__E001,20260423060813-rjwkd0__14__P13,Tack,P13,1,1,7,7,0,0,0,1,0.2810947920394834,,other_or_shallow_episode,long_formal_bureaucratic
20260423060813-rjwkd0__14__P13__E002,20260423060813-rjwkd0__14__P13,Tack,P13,2,22,28,7,0,0,0,1,0.4414381632559462,,other_or_shallow_episode,long_formal_bureaucratic
20260423060813-rjwkd0__14__P13__E003,20260423060813-rjwkd0__14__P13,Tack,P13,3,24,32,9,748,1,1,2,0.0780298458599661,313.0,other_or_shallow_episode,long_formal_bureaucratic
20260423060813-rjwkd0__14__P13__E004,20260423060813-rjwkd0__14__P13,Tack,P13,4,65,71,7,0,0,0,1,0.1818448687057307,,other_or_shallow_episode,long_formal_bureaucratic
20260423060813-rjwkd0__14__P13__E005,20260423060813-rjwkd0__14__P13,Tack,P13,5,67,73,7,0,0,0,1,-0.1659549596915154,,other_or_shallow_episode,long_formal_bureaucratic
20260423060813-rjwkd0__14__P13__E006,20260423060813-rjwkd0__14__P13,Tack,P13,6,69,75,7,0,0,0,1,-0.1940015097818312,,other_or_shallow_episode,long_formal_bureaucratic
20260423060813-rjwkd0__14__P13__E007,20260423060813-rjwkd0__14__P13,Tack,P13,7,76,84,9,335,1,1,2,0.1976714799667139,210.0,immediate_repair,long_formal_bureaucratic
20260423060813-rjwkd0__14__P13__E008,20260423060813-rjwkd0__14__P13,Tack,P13,8,85,101,17,2147,5,5,4,0.0768811316538656,430.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260423060813-rjwkd0__14__P13__E009,20260423060813-rjwkd0__14__P13,Tack,P13,9,97,105,9,864,1,1,2,0.2435449261705476,473.0,other_or_shallow_episode,long_formal_bureaucratic
20260423060813-rjwkd0__14__P13__E010,20260423060813-rjwkd0__14__P13,Tack,P13,10,139,147,9,624,1,1,2,0.2697044843867231,475.0,other_or_shallow_episode,long_formal_bureaucratic
20260423060813-rjwkd0__14__P13__E011,20260423060813-rjwkd0__14__P13,Tack,P13,11,174,188,15,1829,4,4,5,0.1914720976941023,430.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260423060813-rjwkd0__14__P13__E012,20260423060813-rjwkd0__14__P13,Tack,P13,12,186,194,9,305,1,1,2,0.013430476642202,206.0,immediate_repair,long_formal_bureaucratic
20260423060813-rjwkd0__1__P01__E001,20260423060813-rjwkd0__1__P01,Tack,P01,1,12,18,7,0,0,0,1,0.1220374609400791,,other_or_shallow_episode,familiar_baseline
20260423060813-rjwkd0__2__P02__E001,20260423060813-rjwkd0__2__P02,Tack,P02,1,1,6,6,0,0,0,1,-0.2459168144601644,,other_or_shallow_episode,familiar_polite
20260423060813-rjwkd0__5__P05__E001,20260423060813-rjwkd0__5__P05,Tack,P05,1,2,14,13,953,3,3,4,0.07557131305798,219.0,deep_overshoot_then_recovery,twisted_proverb
20260423060813-rjwkd0__5__P05__E002,20260423060813-rjwkd0__5__P05,Tack,P05,2,15,21,7,0,0,0,1,0.0787617227243434,,other_or_shallow_episode,twisted_proverb
20260423060813-rjwkd0__5__P05__E003,20260423060813-rjwkd0__5__P05,Tack,P05,3,19,27,9,525,1,1,2,0.0158583734609188,491.0,other_or_shallow_episode,twisted_proverb
20260423060813-rjwkd0__5__P05__E004,20260423060813-rjwkd0__5__P05,Tack,P05,4,28,44,17,1679,5,5,4,0.0705757365942912,286.0,deep_overshoot_then_recovery,twisted_proverb
20260423060813-rjwkd0__5__P05__E005,20260423060813-rjwkd0__5__P05,Tack,P05,5,45,55,11,645,2,2,3,0.2656260282178626,309.0,deep_overshoot_then_recovery,twisted_proverb
20260423060813-rjwkd0__7__P11__E001,20260423060813-rjwkd0__7__P11,Tack,P11,1,19,25,7,0,0,0,1,-0.3392729551531154,,other_or_shallow_episode,rhythmic_repetition
20260423060813-rjwkd0__8__P10__E001,20260423060813-rjwkd0__8__P10,Tack,P10,1,4,12,9,609,1,1,2,0.2246535478789264,329.0,other_or_shallow_episode,thai_numerals
20260423060813-rjwkd0__8__P10__E002,20260423060813-rjwkd0__8__P10,Tack,P10,2,12,18,7,0,0,0,1,-0.0162656487935488,,other_or_shallow_episode,thai_numerals
20260423060813-rjwkd0__8__P10__E003,20260423060813-rjwkd0__8__P10,Tack,P10,3,18,24,7,0,0,0,1,0.4055268043405207,,other_or_shallow_episode,thai_numerals
20260423060813-rjwkd0__9__P06__E001,20260423060813-rjwkd0__9__P06,Tack,P06,1,1,10,10,938,3,3,4,0.1160738335273676,334.0,deep_overshoot_then_recovery,mixed_symbols_identification
20260423060813-rjwkd0__9__P06__E002,20260423060813-rjwkd0__9__P06,Tack,P06,2,55,63,9,571,1,1,2,-0.035546053589909,194.0,immediate_repair,mixed_symbols_identification
20260423062023-gejtas__10__P08__E001,20260423062023-gejtas__10__P08,เทพซ่า676767677,P08,1,35,41,7,0,0,0,1,-0.1144726840850791,,other_or_shallow_episode,formal_lexical_difficulty
20260423062023-gejtas__10__P08__E002,20260423062023-gejtas__10__P08,เทพซ่า676767677,P08,2,40,46,7,0,0,0,1,-0.8894339175873557,,other_or_shallow_episode,formal_lexical_difficulty
20260423062023-gejtas__12__P12__E001,20260423062023-gejtas__12__P12,เทพซ่า676767677,P12,1,39,45,7,0,0,0,1,0.4988897063476538,,other_or_shallow_episode,long_familiar_expository
20260423062023-gejtas__12__P12__E002,20260423062023-gejtas__12__P12,เทพซ่า676767677,P12,2,66,72,7,0,0,0,1,0.2211862667707016,,other_or_shallow_episode,long_familiar_expository
20260423062023-gejtas__12__P12__E003,20260423062023-gejtas__12__P12,เทพซ่า676767677,P12,3,77,83,7,0,0,0,1,0.0611917151271702,,other_or_shallow_episode,long_familiar_expository
20260423062023-gejtas__12__P12__E004,20260423062023-gejtas__12__P12,เทพซ่า676767677,P12,4,94,104,11,1139,2,2,3,0.2812562095511765,613.0,deep_overshoot_then_recovery,long_familiar_expository
20260423062023-gejtas__12__P12__E005,20260423062023-gejtas__12__P12,เทพซ่า676767677,P12,5,129,135,7,0,0,0,1,-0.1176146851933923,,other_or_shallow_episode,long_familiar_expository
20260423062023-gejtas__12__P12__E006,20260423062023-gejtas__12__P12,เทพซ่า676767677,P12,6,136,142,7,0,0,0,1,0.0997019248994086,,other_or_shallow_episode,long_familiar_expository
20260423062023-gejtas__13__P14__E001,20260423062023-gejtas__13__P14,เทพซ่า676767677,P14,1,70,76,7,0,0,0,1,0.4650771732280692,,other_or_shallow_episode,long_mixed_difficulty
20260423062023-gejtas__13__P14__E002,20260423062023-gejtas__13__P14,เทพซ่า676767677,P14,2,75,81,7,0,0,0,1,-0.3441331708854634,,other_or_shallow_episode,long_mixed_difficulty
20260423062023-gejtas__13__P14__E003,20260423062023-gejtas__13__P14,เทพซ่า676767677,P14,3,116,124,9,2312,1,1,2,0.5160625291009437,1304.0,pause_then_delete,long_mixed_difficulty
20260423062023-gejtas__13__P14__E004,20260423062023-gejtas__13__P14,เทพซ่า676767677,P14,4,125,131,7,0,0,0,1,0.577187301261169,,other_or_shallow_episode,long_mixed_difficulty
20260423062023-gejtas__14__P13__E001,20260423062023-gejtas__14__P13,เทพซ่า676767677,P13,1,9,15,7,0,0,0,1,0.0097014007167997,,other_or_shallow_episode,long_formal_bureaucratic
