window_id,trial_uid,participant_code,prompt_id,error_episode_id,window_start_event_index,window_end_event_index,window_length,episode_duration_ms,episode_delete_count,episode_recovery_step_count,max_error_suffix_depth,mean_friction,pause_before_first_delete_ms,heuristic_recovery_style,prompt_family
20260422072537-15iap6f__8__P10__E011,20260422072537-15iap6f__8__P10,Naenon,P10,11,83,91,9,1049,1,1,2,0.6346198595280895,655.0,pause_then_delete,thai_numerals
20260422072537-15iap6f__8__P10__E012,20260422072537-15iap6f__8__P10,Naenon,P10,12,88,94,7,0,0,0,1,0.857023325031703,,other_or_shallow_episode,thai_numerals
20260422072537-15iap6f__8__P10__E013,20260422072537-15iap6f__8__P10,Naenon,P10,13,92,100,9,560,1,1,2,0.1784123163333629,385.0,other_or_shallow_episode,thai_numerals
20260422072537-15iap6f__9__P06__E001,20260422072537-15iap6f__9__P06,Naenon,P06,1,1,4,4,0,0,0,1,0.593412296100805,,other_or_shallow_episode,mixed_symbols_identification
20260422072537-15iap6f__9__P06__E002,20260422072537-15iap6f__9__P06,Naenon,P06,2,2,12,11,733,2,2,3,0.0066966218344348,215.0,deep_overshoot_then_recovery,mixed_symbols_identification
20260422072537-15iap6f__9__P06__E003,20260422072537-15iap6f__9__P06,Naenon,P06,3,9,15,7,0,0,0,1,-0.2382155194123668,,other_or_shallow_episode,mixed_symbols_identification
20260422072537-15iap6f__9__P06__E004,20260422072537-15iap6f__9__P06,Naenon,P06,4,21,27,7,0,0,0,1,-0.0764905182978423,,other_or_shallow_episode,mixed_symbols_identification
20260422072537-15iap6f__9__P06__E005,20260422072537-15iap6f__9__P06,Naenon,P06,5,33,41,9,394,1,1,2,0.048390935707556,310.0,other_or_shallow_episode,mixed_symbols_identification
20260422072537-15iap6f__9__P06__E006,20260422072537-15iap6f__9__P06,Naenon,P06,6,65,71,7,0,0,0,1,0.1751694971249129,,other_or_shallow_episode,mixed_symbols_identification
20260422072716-gd04si__10__P08__E001,20260422072716-gd04si__10__P08,เจ,P08,1,1,4,4,0,0,0,1,0.5297994963822437,,other_or_shallow_episode,formal_lexical_difficulty
20260422072716-gd04si__10__P08__E002,20260422072716-gd04si__10__P08,เจ,P08,2,17,23,7,0,0,0,1,-0.3935264727033369,,other_or_shallow_episode,formal_lexical_difficulty
20260422072716-gd04si__10__P08__E003,20260422072716-gd04si__10__P08,เจ,P08,3,23,33,11,619,2,2,3,-0.0188304820476124,238.0,deep_overshoot_then_recovery,formal_lexical_difficulty
20260422072716-gd04si__10__P08__E004,20260422072716-gd04si__10__P08,เจ,P08,4,33,41,9,521,1,1,2,0.1216759212213586,218.0,immediate_repair,formal_lexical_difficulty
20260422072716-gd04si__10__P08__E005,20260422072716-gd04si__10__P08,เจ,P08,5,37,51,15,759,4,4,5,-0.052433358357218,179.0,deep_overshoot_then_recovery,formal_lexical_difficulty
20260422072716-gd04si__10__P08__E006,20260422072716-gd04si__10__P08,เจ,P08,6,47,53,7,0,0,0,1,0.133632204014964,,other_or_shallow_episode,formal_lexical_difficulty
20260422072716-gd04si__10__P08__E007,20260422072716-gd04si__10__P08,เจ,P08,7,61,67,7,0,0,0,1,0.0456259397261772,,other_or_shallow_episode,formal_lexical_difficulty
20260422072716-gd04si__10__P08__E008,20260422072716-gd04si__10__P08,เจ,P08,8,72,78,7,0,0,0,1,0.0763651847398731,,other_or_shallow_episode,formal_lexical_difficulty
20260422072716-gd04si__10__P08__E009,20260422072716-gd04si__10__P08,เจ,P08,9,75,83,9,592,1,1,2,0.1836431953888999,239.0,immediate_repair,formal_lexical_difficulty
20260422072716-gd04si__10__P08__E010,20260422072716-gd04si__10__P08,เจ,P08,10,79,85,7,0,0,0,1,0.0971941120510979,,other_or_shallow_episode,formal_lexical_difficulty
20260422072716-gd04si__10__P08__E011,20260422072716-gd04si__10__P08,เจ,P08,11,81,91,11,703,2,2,3,0.0480150321144862,219.0,deep_overshoot_then_recovery,formal_lexical_difficulty
20260422072716-gd04si__10__P08__E012,20260422072716-gd04si__10__P08,เจ,P08,12,87,95,9,563,1,1,2,0.1569080078997094,275.0,immediate_repair,formal_lexical_difficulty
20260422072716-gd04si__10__P08__E013,20260422072716-gd04si__10__P08,เจ,P08,13,91,101,11,675,2,2,3,0.0042933807062076,222.0,deep_overshoot_then_recovery,formal_lexical_difficulty
20260422072716-gd04si__10__P08__E014,20260422072716-gd04si__10__P08,เจ,P08,14,99,105,7,0,0,0,1,0.245786146760664,,other_or_shallow_episode,formal_lexical_difficulty
20260422072716-gd04si__10__P08__E015,20260422072716-gd04si__10__P08,เจ,P08,15,102,114,13,889,3,3,4,0.0051758668703204,282.0,deep_overshoot_then_recovery,formal_lexical_difficulty
20260422072716-gd04si__11__P07__E001,20260422072716-gd04si__11__P07,เจ,P07,1,14,24,11,764,2,2,3,0.0325447015818756,249.0,deep_overshoot_then_recovery,formal_educational
20260422072716-gd04si__11__P07__E002,20260422072716-gd04si__11__P07,เจ,P07,2,20,26,7,0,0,0,1,0.0575833853584131,,other_or_shallow_episode,formal_educational
20260422072716-gd04si__11__P07__E003,20260422072716-gd04si__11__P07,เจ,P07,3,22,30,9,582,1,1,2,0.0603991259309418,218.0,immediate_repair,formal_educational
20260422072716-gd04si__11__P07__E004,20260422072716-gd04si__11__P07,เจ,P07,4,27,35,9,478,1,1,2,0.1886104810289084,146.0,immediate_repair,formal_educational
20260422072716-gd04si__11__P07__E005,20260422072716-gd04si__11__P07,เจ,P07,5,36,42,7,0,0,0,1,-0.0179636229271221,,other_or_shallow_episode,formal_educational
20260422072716-gd04si__12__P12__E001,20260422072716-gd04si__12__P12,เจ,P12,1,40,48,9,595,1,1,2,0.1467643254027129,364.0,other_or_shallow_episode,long_familiar_expository
20260422072716-gd04si__12__P12__E002,20260422072716-gd04si__12__P12,เจ,P12,2,48,54,7,0,0,0,1,0.4048692039852256,,other_or_shallow_episode,long_familiar_expository
20260422072716-gd04si__12__P12__E003,20260422072716-gd04si__12__P12,เจ,P12,3,73,83,11,868,2,2,3,0.1401725338932171,460.0,deep_overshoot_then_recovery,long_familiar_expository
20260422072716-gd04si__12__P12__E004,20260422072716-gd04si__12__P12,เจ,P12,4,81,87,7,0,0,0,1,-0.1803619653783421,,other_or_shallow_episode,long_familiar_expository
20260422072716-gd04si__12__P12__E005,20260422072716-gd04si__12__P12,เจ,P12,5,84,92,9,528,1,1,2,0.1418055586252409,226.0,immediate_repair,long_familiar_expository
20260422072716-gd04si__12__P12__E006,20260422072716-gd04si__12__P12,เจ,P12,6,108,116,9,262,1,1,2,0.0839257936478103,152.0,immediate_repair,long_familiar_expository
20260422072716-gd04si__12__P12__E007,20260422072716-gd04si__12__P12,เจ,P12,7,143,153,11,655,2,2,3,0.0253864083152655,357.0,deep_overshoot_then_recovery,long_familiar_expository
20260422072716-gd04si__12__P12__E008,20260422072716-gd04si__12__P12,เจ,P12,8,152,162,11,566,2,2,3,-0.0491903003235041,231.0,deep_overshoot_then_recovery,long_familiar_expository
20260422072716-gd04si__12__P12__E009,20260422072716-gd04si__12__P12,เจ,P12,9,161,173,13,791,3,3,4,-0.1126399907048278,258.0,deep_overshoot_then_recovery,long_familiar_expository
20260422072716-gd04si__13__P14__E001,20260422072716-gd04si__13__P14,เจ,P14,1,1,7,7,532,1,1,2,-0.0314454869665554,385.0,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__13__P14__E002,20260422072716-gd04si__13__P14,เจ,P14,2,16,22,7,0,0,0,1,0.0978221460897838,,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__13__P14__E003,20260422072716-gd04si__13__P14,เจ,P14,3,18,26,9,547,1,1,2,0.2124286647466751,296.0,immediate_repair,long_mixed_difficulty
20260422072716-gd04si__13__P14__E004,20260422072716-gd04si__13__P14,เจ,P14,4,25,31,7,0,0,0,1,0.233127947472683,,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__13__P14__E005,20260422072716-gd04si__13__P14,เจ,P14,5,47,53,7,0,0,0,1,-0.1756028423879968,,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__13__P14__E006,20260422072716-gd04si__13__P14,เจ,P14,6,50,56,7,0,0,0,1,-0.2282035577384814,,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__13__P14__E007,20260422072716-gd04si__13__P14,เจ,P14,7,70,76,7,0,0,0,1,-0.3113528035565947,,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__13__P14__E008,20260422072716-gd04si__13__P14,เจ,P14,8,81,89,9,412,1,1,2,-0.3110331920887681,276.0,immediate_repair,long_mixed_difficulty
20260422072716-gd04si__13__P14__E009,20260422072716-gd04si__13__P14,เจ,P14,9,97,103,7,0,0,0,1,0.0074789001696353,,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__13__P14__E010,20260422072716-gd04si__13__P14,เจ,P14,10,115,121,7,0,0,0,1,-0.2986004483157673,,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__13__P14__E011,20260422072716-gd04si__13__P14,เจ,P14,11,124,130,7,0,0,0,1,0.2398551454527212,,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__13__P14__E012,20260422072716-gd04si__13__P14,เจ,P14,12,128,146,19,1800,6,6,5,0.054412629575205,160.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260422072716-gd04si__13__P14__E013,20260422072716-gd04si__13__P14,เจ,P14,13,151,161,11,661,2,2,3,-0.0044977241402865,236.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260422072716-gd04si__13__P14__E014,20260422072716-gd04si__13__P14,เจ,P14,14,159,165,7,0,0,0,1,-0.0740840592012667,,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__13__P14__E015,20260422072716-gd04si__13__P14,เจ,P14,15,163,171,9,405,1,1,2,-0.3905627540457745,308.0,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__13__P14__E016,20260422072716-gd04si__13__P14,เจ,P14,16,180,186,7,0,0,0,1,-0.1407710411558299,,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__13__P14__E017,20260422072716-gd04si__13__P14,เจ,P14,17,182,190,9,438,1,1,2,0.067535890574183,281.0,immediate_repair,long_mixed_difficulty
20260422072716-gd04si__13__P14__E018,20260422072716-gd04si__13__P14,เจ,P14,18,194,204,11,667,2,2,3,-0.0371032554404062,319.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260422072716-gd04si__13__P14__E019,20260422072716-gd04si__13__P14,เจ,P14,19,201,207,7,0,0,0,1,0.0453655294958279,,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__13__P14__E020,20260422072716-gd04si__13__P14,เจ,P14,20,205,211,7,0,0,0,1,0.2434552934364825,,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__13__P14__E021,20260422072716-gd04si__13__P14,เจ,P14,21,207,213,7,0,0,0,1,-0.1019120118106598,,other_or_shallow_episode,long_mixed_difficulty
20260422072716-gd04si__14__P13__E001,20260422072716-gd04si__14__P13,เจ,P13,1,4,10,7,0,0,0,1,0.0278384385778076,,other_or_shallow_episode,long_formal_bureaucratic
20260422072716-gd04si__14__P13__E002,20260422072716-gd04si__14__P13,เจ,P13,2,23,29,7,0,0,0,1,0.1093806507062355,,other_or_shallow_episode,long_formal_bureaucratic
20260422072716-gd04si__14__P13__E003,20260422072716-gd04si__14__P13,เจ,P13,3,27,33,7,0,0,0,1,0.1080012280633166,,other_or_shallow_episode,long_formal_bureaucratic
20260422072716-gd04si__14__P13__E004,20260422072716-gd04si__14__P13,เจ,P13,4,33,43,11,577,2,2,3,-0.2318816806133018,266.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260422072716-gd04si__14__P13__E005,20260422072716-gd04si__14__P13,เจ,P13,5,40,52,13,708,3,3,4,-0.0089791482803622,228.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260422072716-gd04si__14__P13__E006,20260422072716-gd04si__14__P13,เจ,P13,6,57,63,7,0,0,0,1,-0.1582413678835059,,other_or_shallow_episode,long_formal_bureaucratic
20260422072716-gd04si__14__P13__E007,20260422072716-gd04si__14__P13,เจ,P13,7,80,86,7,0,0,0,1,0.1871463911732298,,other_or_shallow_episode,long_formal_bureaucratic
20260422072716-gd04si__14__P13__E008,20260422072716-gd04si__14__P13,เจ,P13,8,111,121,11,690,2,2,3,0.1010917678778184,212.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260422072716-gd04si__14__P13__E009,20260422072716-gd04si__14__P13,เจ,P13,9,129,135,7,0,0,0,1,0.400963458475102,,other_or_shallow_episode,long_formal_bureaucratic
20260422072716-gd04si__14__P13__E010,20260422072716-gd04si__14__P13,เจ,P13,10,141,147,7,0,0,0,1,-0.2638990402113685,,other_or_shallow_episode,long_formal_bureaucratic
20260422072716-gd04si__14__P13__E011,20260422072716-gd04si__14__P13,เจ,P13,11,146,152,7,0,0,0,1,0.0328205750930457,,other_or_shallow_episode,long_formal_bureaucratic
20260422072716-gd04si__14__P13__E012,20260422072716-gd04si__14__P13,เจ,P13,12,154,162,9,651,1,1,2,0.16151547957916,315.0,other_or_shallow_episode,long_formal_bureaucratic
20260422072716-gd04si__14__P13__E013,20260422072716-gd04si__14__P13,เจ,P13,13,159,165,7,0,0,0,1,0.1518357456904482,,other_or_shallow_episode,long_formal_bureaucratic
20260422072716-gd04si__14__P13__E014,20260422072716-gd04si__14__P13,เจ,P13,14,165,173,9,387,1,1,2,-0.0582159487310338,266.0,immediate_repair,long_formal_bureaucratic
20260422072716-gd04si__2__P02__E001,20260422072716-gd04si__2__P02,เจ,P02,1,1,6,6,0,0,0,1,0.0362043587985296,,other_or_shallow_episode,familiar_polite
20260422072716-gd04si__2__P02__E002,20260422072716-gd04si__2__P02,เจ,P02,2,4,10,7,0,0,0,1,0.0130320246255654,,other_or_shallow_episode,familiar_polite
20260422072716-gd04si__2__P02__E003,20260422072716-gd04si__2__P02,เจ,P02,3,16,24,9,507,1,1,2,0.016616807743583,294.0,immediate_repair,familiar_polite
20260422072716-gd04si__3__P04__E001,20260422072716-gd04si__3__P04,เจ,P04,1,14,22,9,778,1,1,2,0.1580304301685585,510.0,pause_then_delete,orthographic_named_entity
20260422072716-gd04si__3__P04__E002,20260422072716-gd04si__3__P04,เจ,P04,2,24,32,9,609,1,1,2,0.105579502261065,206.0,immediate_repair,orthographic_named_entity
20260422072716-gd04si__3__P04__E003,20260422072716-gd04si__3__P04,เจ,P04,3,33,41,9,521,1,1,2,-0.0247066895374448,295.0,immediate_repair,orthographic_named_entity
20260422072716-gd04si__3__P04__E004,20260422072716-gd04si__3__P04,เจ,P04,4,38,48,11,602,2,2,3,-0.0636071638555243,344.0,deep_overshoot_then_recovery,orthographic_named_entity
20260422072716-gd04si__4__P03__E001,20260422072716-gd04si__4__P03,เจ,P03,1,1,8,8,561,1,1,2,0.1441723085571541,244.0,immediate_repair,formal_register
20260422072716-gd04si__4__P03__E002,20260422072716-gd04si__4__P03,เจ,P03,2,5,13,9,505,1,1,2,0.026449049210335,347.0,other_or_shallow_episode,formal_register
20260422072716-gd04si__4__P03__E003,20260422072716-gd04si__4__P03,เจ,P03,3,27,39,13,688,3,3,4,0.0111782141245541,195.0,deep_overshoot_then_recovery,formal_register
20260422072716-gd04si__5__P05__E001,20260422072716-gd04si__5__P05,เจ,P05,1,2,16,15,1329,4,4,3,-0.1332551941882606,186.0,deep_overshoot_then_recovery,twisted_proverb
20260422072716-gd04si__5__P05__E002,20260422072716-gd04si__5__P05,เจ,P05,2,29,39,11,662,2,2,3,0.2299013323225106,362.0,deep_overshoot_then_recovery,twisted_proverb
20260422072716-gd04si__5__P05__E003,20260422072716-gd04si__5__P05,เจ,P05,3,35,43,9,497,1,1,2,0.2666850697832986,336.0,other_or_shallow_episode,twisted_proverb
20260422072716-gd04si__5__P05__E004,20260422072716-gd04si__5__P05,เจ,P05,4,40,46,7,0,0,0,1,-0.3237563392244906,,other_or_shallow_episode,twisted_proverb
20260422072716-gd04si__5__P05__E005,20260422072716-gd04si__5__P05,เจ,P05,5,46,52,7,0,0,0,1,-1.478949321852405,,other_or_shallow_episode,twisted_proverb
20260422072716-gd04si__5__P05__E006,20260422072716-gd04si__5__P05,เจ,P05,6,49,57,9,570,1,1,2,0.2859038077528554,384.0,other_or_shallow_episode,twisted_proverb
20260422072716-gd04si__5__P05__E007,20260422072716-gd04si__5__P05,เจ,P05,7,60,68,9,436,1,1,2,-0.0866665563593653,413.0,other_or_shallow_episode,twisted_proverb
20260422072716-gd04si__6__P09__E001,20260422072716-gd04si__6__P09,เจ,P09,1,43,50,8,559,1,1,2,-0.3707181167586227,554.0,pause_then_delete,arabic_numerals
20260422072716-gd04si__7__P11__E001,20260422072716-gd04si__7__P11,เจ,P11,1,1,6,6,409,1,1,2,0.1623991314156551,262.0,immediate_repair,rhythmic_repetition
20260422072716-gd04si__7__P11__E002,20260422072716-gd04si__7__P11,เจ,P11,2,15,21,7,0,0,0,1,0.0008301719634633,,other_or_shallow_episode,rhythmic_repetition
20260422072716-gd04si__8__P10__E001,20260422072716-gd04si__8__P10,เจ,P10,1,5,13,9,526,1,1,2,0.1632091064674556,193.0,immediate_repair,thai_numerals
20260422072716-gd04si__8__P10__E002,20260422072716-gd04si__8__P10,เจ,P10,2,15,21,7,0,0,0,1,-1.277326064008568,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E003,20260422072716-gd04si__8__P10,เจ,P10,3,23,29,7,0,0,0,1,0.4752422274416562,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E004,20260422072716-gd04si__8__P10,เจ,P10,4,26,34,9,654,1,1,2,0.2708802711480074,315.0,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E005,20260422072716-gd04si__8__P10,เจ,P10,5,30,36,7,0,0,0,1,0.0939735953318336,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E006,20260422072716-gd04si__8__P10,เจ,P10,6,32,40,9,411,1,1,2,-0.1171489012226733,402.0,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E007,20260422072716-gd04si__8__P10,เจ,P10,7,36,42,7,0,0,0,1,0.1556974093968416,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E008,20260422072716-gd04si__8__P10,เจ,P10,8,38,44,7,0,0,0,1,0.0881818135617391,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E009,20260422072716-gd04si__8__P10,เจ,P10,9,40,46,7,0,0,0,1,-0.2150913520715464,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E010,20260422072716-gd04si__8__P10,เจ,P10,10,42,48,7,0,0,0,1,-0.2924134541399683,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E011,20260422072716-gd04si__8__P10,เจ,P10,11,57,67,11,623,2,2,3,-0.0638281662224414,215.0,deep_overshoot_then_recovery,thai_numerals
20260422072716-gd04si__8__P10__E012,20260422072716-gd04si__8__P10,เจ,P10,12,66,74,9,483,1,1,2,-0.0212854089292642,318.0,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E013,20260422072716-gd04si__8__P10,เจ,P10,13,73,79,7,0,0,0,1,0.3146175490012272,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E014,20260422072716-gd04si__8__P10,เจ,P10,14,75,81,7,0,0,0,1,-0.2082206452829698,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E015,20260422072716-gd04si__8__P10,เจ,P10,15,77,83,7,0,0,0,1,0.0528824894166884,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E016,20260422072716-gd04si__8__P10,เจ,P10,16,80,86,7,0,0,0,1,0.4295754143153485,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E017,20260422072716-gd04si__8__P10,เจ,P10,17,82,88,7,0,0,0,1,-0.0167088317899968,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E018,20260422072716-gd04si__8__P10,เจ,P10,18,84,90,7,0,0,0,1,-0.0892302900345776,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E019,20260422072716-gd04si__8__P10,เจ,P10,19,86,92,7,0,0,0,1,-0.1832286011379765,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E020,20260422072716-gd04si__8__P10,เจ,P10,20,88,94,7,0,0,0,1,-0.1711863569030834,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E021,20260422072716-gd04si__8__P10,เจ,P10,21,95,101,7,0,0,0,1,-0.3082474835664673,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__8__P10__E022,20260422072716-gd04si__8__P10,เจ,P10,22,98,102,5,0,0,0,1,-1.187357408193695,,other_or_shallow_episode,thai_numerals
20260422072716-gd04si__9__P06__E001,20260422072716-gd04si__9__P06,เจ,P06,1,1,6,6,387,1,1,2,0.2048764603139169,213.0,immediate_repair,mixed_symbols_identification
20260422072716-gd04si__9__P06__E002,20260422072716-gd04si__9__P06,เจ,P06,2,12,18,7,0,0,0,1,0.09286127420145,,other_or_shallow_episode,mixed_symbols_identification
20260422072716-gd04si__9__P06__E003,20260422072716-gd04si__9__P06,เจ,P06,3,14,24,11,1089,2,2,3,0.2329501783872332,335.0,deep_overshoot_then_recovery,mixed_symbols_identification
20260422072716-gd04si__9__P06__E004,20260422072716-gd04si__9__P06,เจ,P06,4,30,40,11,639,2,2,3,-0.2113500106077173,341.0,deep_overshoot_then_recovery,mixed_symbols_identification
20260422072716-gd04si__9__P06__E005,20260422072716-gd04si__9__P06,เจ,P06,5,49,55,7,0,0,0,1,0.0772653731429947,,other_or_shallow_episode,mixed_symbols_identification
20260422072716-gd04si__9__P06__E006,20260422072716-gd04si__9__P06,เจ,P06,6,52,58,7,0,0,0,1,-0.0617185907843797,,other_or_shallow_episode,mixed_symbols_identification
20260422072716-gd04si__9__P06__E007,20260422072716-gd04si__9__P06,เจ,P06,7,62,68,7,0,0,0,1,-0.1047101834472447,,other_or_shallow_episode,mixed_symbols_identification
20260422072716-gd04si__9__P06__E008,20260422072716-gd04si__9__P06,เจ,P06,8,66,76,11,641,2,2,3,0.1407838226399049,206.0,deep_overshoot_then_recovery,mixed_symbols_identification
20260422072716-gd04si__9__P06__E009,20260422072716-gd04si__9__P06,เจ,P06,9,76,84,9,383,1,1,2,0.2166930412448413,272.0,immediate_repair,mixed_symbols_identification
20260422072716-gd04si__9__P06__E010,20260422072716-gd04si__9__P06,เจ,P06,10,85,92,8,416,1,1,2,-0.3612707710681395,330.0,other_or_shallow_episode,mixed_symbols_identification
20260422085611-ymkt5s__10__P08__E001,20260422085611-ymkt5s__10__P08,Micky,P08,1,42,48,7,0,0,0,1,-0.2298431564443399,,other_or_shallow_episode,formal_lexical_difficulty
20260422085611-ymkt5s__10__P08__E002,20260422085611-ymkt5s__10__P08,Micky,P08,2,47,71,25,3763,9,9,9,0.3273444181004832,284.0,deep_overshoot_then_recovery,formal_lexical_difficulty
20260422085611-ymkt5s__10__P08__E003,20260422085611-ymkt5s__10__P08,Micky,P08,3,67,75,9,420,1,1,2,0.1978296731979681,333.0,other_or_shallow_episode,formal_lexical_difficulty
20260422085611-ymkt5s__11__P07__E001,20260422085611-ymkt5s__11__P07,Micky,P07,1,20,26,7,0,0,0,1,-0.0535070232213837,,other_or_shallow_episode,formal_educational
20260422085611-ymkt5s__11__P07__E002,20260422085611-ymkt5s__11__P07,Micky,P07,2,29,35,7,0,0,0,1,-0.0164434694829977,,other_or_shallow_episode,formal_educational
20260422085611-ymkt5s__12__P12__E001,20260422085611-ymkt5s__12__P12,Micky,P12,1,82,96,15,1474,4,4,4,0.366288705575691,254.0,deep_overshoot_then_recovery,long_familiar_expository
20260422085611-ymkt5s__12__P12__E002,20260422085611-ymkt5s__12__P12,Micky,P12,2,117,123,7,0,0,0,1,-0.9391760389781612,,other_or_shallow_episode,long_familiar_expository
20260422085611-ymkt5s__12__P12__E003,20260422085611-ymkt5s__12__P12,Micky,P12,3,119,127,9,494,1,1,2,-0.0092167817718955,273.0,immediate_repair,long_familiar_expository
20260422085611-ymkt5s__13__P14__E001,20260422085611-ymkt5s__13__P14,Micky,P14,1,16,22,7,0,0,0,1,0.2071024257353675,,other_or_shallow_episode,long_mixed_difficulty
20260422085611-ymkt5s__13__P14__E002,20260422085611-ymkt5s__13__P14,Micky,P14,2,90,100,11,1272,2,2,3,0.1772874230167649,471.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260422085611-ymkt5s__13__P14__E003,20260422085611-ymkt5s__13__P14,Micky,P14,3,102,110,9,316,1,1,2,0.225300198176931,256.0,immediate_repair,long_mixed_difficulty
20260422085611-ymkt5s__13__P14__E004,20260422085611-ymkt5s__13__P14,Micky,P14,4,112,120,9,543,1,1,2,0.4551952634146943,247.0,immediate_repair,long_mixed_difficulty
20260422085611-ymkt5s__13__P14__E005,20260422085611-ymkt5s__13__P14,Micky,P14,5,126,132,7,0,0,0,1,-0.1796167193295419,,other_or_shallow_episode,long_mixed_difficulty
20260422085611-ymkt5s__13__P14__E006,20260422085611-ymkt5s__13__P14,Micky,P14,6,136,144,9,575,1,1,2,-0.2318248907076452,563.0,pause_then_delete,long_mixed_difficulty
20260422085611-ymkt5s__14__P13__E001,20260422085611-ymkt5s__14__P13,Micky,P13,1,9,15,7,0,0,0,1,-0.0189714137391316,,other_or_shallow_episode,long_formal_bureaucratic
20260422085611-ymkt5s__14__P13__E002,20260422085611-ymkt5s__14__P13,Micky,P13,2,12,18,7,0,0,0,1,-0.2792221686807491,,other_or_shallow_episode,long_formal_bureaucratic
20260422085611-ymkt5s__14__P13__E003,20260422085611-ymkt5s__14__P13,Micky,P13,3,23,41,19,2956,6,6,7,0.1812578351075124,293.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260422085611-ymkt5s__14__P13__E004,20260422085611-ymkt5s__14__P13,Micky,P13,4,70,76,7,0,0,0,1,-0.0073961706008609,,other_or_shallow_episode,long_formal_bureaucratic
20260422085611-ymkt5s__14__P13__E005,20260422085611-ymkt5s__14__P13,Micky,P13,5,72,78,7,0,0,0,1,0.0910305699912412,,other_or_shallow_episode,long_formal_bureaucratic
20260422085611-ymkt5s__1__P01__E001,20260422085611-ymkt5s__1__P01,Micky,P01,1,11,21,11,981,2,2,3,0.0457864338454987,558.0,deep_overshoot_then_recovery,familiar_baseline
20260422085611-ymkt5s__1__P01__E002,20260422085611-ymkt5s__1__P01,Micky,P01,2,30,38,9,1555,1,1,2,0.4957922454989599,799.0,pause_then_delete,familiar_baseline
20260422085611-ymkt5s__1__P01__E003,20260422085611-ymkt5s__1__P01,Micky,P01,3,34,42,9,1037,1,1,2,0.4618121155672891,637.0,pause_then_delete,familiar_baseline
20260422085611-ymkt5s__2__P02__E001,20260422085611-ymkt5s__2__P02,Micky,P02,1,15,27,13,845,3,3,4,-0.0206074180206086,242.0,deep_overshoot_then_recovery,familiar_polite
20260422085611-ymkt5s__3__P04__E001,20260422085611-ymkt5s__3__P04,Micky,P04,1,15,21,7,0,0,0,1,0.1347492460672047,,other_or_shallow_episode,orthographic_named_entity
20260422085611-ymkt5s__3__P04__E002,20260422085611-ymkt5s__3__P04,Micky,P04,2,19,27,9,362,1,1,2,0.1779749498908857,227.0,immediate_repair,orthographic_named_entity
20260422085611-ymkt5s__5__P05__E001,20260422085611-ymkt5s__5__P05,Micky,P05,1,22,28,7,0,0,0,1,-0.2564557989525701,,other_or_shallow_episode,twisted_proverb
