prompt_position_1based,char_j,median_time_to_stability_ms,mean_revisions,mean_wrong_first,n_users
113,ป,50656.5,0.0,0.11538461538461539,26
114,ร,50832.0,0.0,0.0,26
115,ะ,51017.0,0.0,0.0,26
116,โ,52012.5,0.0,0.19230769230769232,26
117,ย,52544.5,0.0,0.15384615384615385,26
118,ช,52821.0,0.0,0.07692307692307693,26
119,น,53162.5,0.0,0.15384615384615385,26
120,์,53503.0,0.0,0.11538461538461539,26
121,ต,54380.0,0.038461538461538464,0.038461538461538464,26
122,่,54592.0,0.0,0.07692307692307693,26
123,อ,54689.0,0.0,0.11538461538461539,26
124,ก,54973.5,0.0,0.07692307692307693,26
125,า,55080.5,0.0,0.038461538461538464,26
126,ร,55220.0,0.0,0.0,26
127,เ,55443.0,0.0,0.0,26
128,ร,55939.0,0.038461538461538464,0.0,26
129,ี,56069.5,0.0,0.038461538461538464,26
130,ย,56354.5,0.0,0.038461538461538464,26
131,น,56460.5,0.0,0.07692307692307693,26
132,ร,56886.5,0.07692307692307693,0.07692307692307693,26
133,ู,57210.5,0.0,0.07692307692307693,26
134,้,57401.5,0.0,0.15384615384615385,26
135,ใ,57951.5,0.0,0.23076923076923078,26
136,น,58809.0,0.0,0.19230769230769232,26
137,ภ,59705.5,0.0,0.15384615384615385,26
138,า,59890.5,0.0,0.07692307692307693,26
139,ย,60072.0,0.0,0.11538461538461539,26
140,ห,60459.5,0.038461538461538464,0.19230769230769232,26
141,ล,60693.5,0.038461538461538464,0.11538461538461539,26
142,ั,60853.5,0.038461538461538464,0.11538461538461539,26
143,ง,60995.5,0.0,0.11538461538461539,26
